07:02:00.090 [main] DEBUG	appLog: Program start
07:02:00.243 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [PostgresPlus] -> [org.hibernate.dialect.PostgresPlusDialect]
07:02:00.244 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [PostgreSQL81] -> [org.hibernate.dialect.PostgreSQL81Dialect]
07:02:00.244 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [PostgreSQL82] -> [org.hibernate.dialect.PostgreSQL82Dialect]
07:02:00.246 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [PostgreSQL9] -> [org.hibernate.dialect.PostgreSQL9Dialect]
07:02:00.247 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [Progress] -> [org.hibernate.dialect.ProgressDialect]
07:02:00.248 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [SAPDB] -> [org.hibernate.dialect.SAPDBDialect]
07:02:00.250 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [SQLServer] -> [org.hibernate.dialect.SQLServerDialect]
07:02:00.250 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [SQLServer2005] -> [org.hibernate.dialect.SQLServer2005Dialect]
07:02:00.251 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [SQLServer2008] -> [org.hibernate.dialect.SQLServer2008Dialect]
07:02:00.252 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [Sybase11] -> [org.hibernate.dialect.Sybase11Dialect]
07:02:00.252 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [SybaseAnywhere] -> [org.hibernate.dialect.SybaseAnywhereDialect]
07:02:00.253 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [SybaseASE15] -> [org.hibernate.dialect.SybaseASE15Dialect]
07:02:00.255 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [SybaseASE157] -> [org.hibernate.dialect.SybaseASE157Dialect]
07:02:00.256 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [Teradata] -> [org.hibernate.dialect.TeradataDialect]
07:02:00.257 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.dialect.Dialect] : [TimesTen] -> [org.hibernate.dialect.TimesTenDialect]
07:02:00.260 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [Atomikos] -> [org.hibernate.engine.transaction.jta.platform.internal.AtomikosJtaPlatform]
07:02:00.260 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.AtomikosJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.AtomikosJtaPlatform]
07:02:00.261 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [Borland] -> [org.hibernate.engine.transaction.jta.platform.internal.BorlandEnterpriseServerJtaPlatform]
07:02:00.261 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.BorlandEnterpriseServerJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.BorlandEnterpriseServerJtaPlatform]
07:02:00.262 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [Bitronix] -> [org.hibernate.engine.transaction.jta.platform.internal.BitronixJtaPlatform]
07:02:00.262 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.BitronixJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.BitronixJtaPlatform]
07:02:00.263 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [JBossAS] -> [org.hibernate.engine.transaction.jta.platform.internal.JBossAppServerJtaPlatform]
07:02:00.263 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.JBossAppServerJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.JBossAppServerJtaPlatform]
07:02:00.264 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [JBossTS] -> [org.hibernate.engine.transaction.jta.platform.internal.JBossStandAloneJtaPlatform]
07:02:00.264 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.JBossStandAloneJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.JBossStandAloneJtaPlatform]
07:02:00.265 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [JOnAS] -> [org.hibernate.engine.transaction.jta.platform.internal.JOnASJtaPlatform]
07:02:00.265 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.JOnASJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.JOnASJtaPlatform]
07:02:00.266 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [JOTM] -> [org.hibernate.engine.transaction.jta.platform.internal.JOTMJtaPlatform]
07:02:00.266 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.JOTMJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.JOTMJtaPlatform]
07:02:00.266 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [JRun4] -> [org.hibernate.engine.transaction.jta.platform.internal.JRun4JtaPlatform]
07:02:00.267 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.JRun4JtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.JRun4JtaPlatform]
07:02:00.267 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [OC4J] -> [org.hibernate.engine.transaction.jta.platform.internal.OC4JJtaPlatform]
07:02:00.267 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.OC4JJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.OC4JJtaPlatform]
07:02:00.268 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [Orion] -> [org.hibernate.engine.transaction.jta.platform.internal.OrionJtaPlatform]
07:02:00.268 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.OrionJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.OrionJtaPlatform]
07:02:00.269 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [Resin] -> [org.hibernate.engine.transaction.jta.platform.internal.ResinJtaPlatform]
07:02:00.269 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.ResinJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.ResinJtaPlatform]
07:02:00.269 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [SapNetWeaver] -> [org.hibernate.engine.transaction.jta.platform.internal.SapNetWeaverJtaPlatform]
07:02:00.270 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.SapNetWeaverJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.SapNetWeaverJtaPlatform]
07:02:00.270 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [SunOne] -> [org.hibernate.engine.transaction.jta.platform.internal.SunOneJtaPlatform]
07:02:00.271 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.SunOneJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.SunOneJtaPlatform]
07:02:00.271 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [Weblogic] -> [org.hibernate.engine.transaction.jta.platform.internal.WeblogicJtaPlatform]
07:02:00.271 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.WeblogicJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.WeblogicJtaPlatform]
07:02:00.272 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [WebSphereLiberty] -> [org.hibernate.engine.transaction.jta.platform.internal.WebSphereLibertyJtaPlatform]
07:02:00.273 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.engine.transaction.jta.platform.internal.WebSphereLibertyJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.WebSphereLibertyJtaPlatform]
07:02:00.273 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [WebSphere] -> [org.hibernate.engine.transaction.jta.platform.internal.WebSphereJtaPlatform]
07:02:00.273 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.WebSphereJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.WebSphereJtaPlatform]
07:02:00.274 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [WebSphereExtended] -> [org.hibernate.engine.transaction.jta.platform.internal.WebSphereExtendedJtaPlatform]
07:02:00.274 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform] : [org.hibernate.service.jta.platform.internal.WebSphereExtendedJtaPlatform] -> [org.hibernate.engine.transaction.jta.platform.internal.WebSphereExtendedJtaPlatform]
07:02:00.275 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.resource.transaction.spi.TransactionCoordinatorBuilder] : [jdbc] -> [org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl]
07:02:00.276 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.resource.transaction.spi.TransactionCoordinatorBuilder] : [jta] -> [org.hibernate.resource.transaction.backend.jta.internal.JtaTransactionCoordinatorBuilderImpl]
07:02:00.276 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.resource.transaction.spi.TransactionCoordinatorBuilder] : [org.hibernate.transaction.JDBCTransactionFactory] -> [org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl]
07:02:00.276 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.resource.transaction.spi.TransactionCoordinatorBuilder] : [org.hibernate.transaction.JTATransactionFactory] -> [org.hibernate.resource.transaction.backend.jta.internal.JtaTransactionCoordinatorBuilderImpl]
07:02:00.277 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.resource.transaction.spi.TransactionCoordinatorBuilder] : [org.hibernate.transaction.CMTTransactionFactory] -> [org.hibernate.resource.transaction.backend.jta.internal.JtaTransactionCoordinatorBuilderImpl]
07:02:00.280 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.hql.spi.id.MultiTableBulkIdStrategy] : [persistent] -> [org.hibernate.hql.spi.id.persistent.PersistentTableBulkIdStrategy]
07:02:00.281 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.hql.spi.id.MultiTableBulkIdStrategy] : [global_temporary] -> [org.hibernate.hql.spi.id.global.GlobalTemporaryTableBulkIdStrategy]
07:02:00.282 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.hql.spi.id.MultiTableBulkIdStrategy] : [local_temporary] -> [org.hibernate.hql.spi.id.local.LocalTemporaryTableBulkIdStrategy]
07:02:00.285 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.boot.model.naming.ImplicitNamingStrategy] : [default] -> [org.hibernate.boot.model.naming.ImplicitNamingStrategyJpaCompliantImpl]
07:02:00.285 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.boot.model.naming.ImplicitNamingStrategy] : [jpa] -> [org.hibernate.boot.model.naming.ImplicitNamingStrategyJpaCompliantImpl]
07:02:00.286 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.boot.model.naming.ImplicitNamingStrategy] : [legacy-jpa] -> [org.hibernate.boot.model.naming.ImplicitNamingStrategyLegacyJpaImpl]
07:02:00.286 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.boot.model.naming.ImplicitNamingStrategy] : [legacy-hbm] -> [org.hibernate.boot.model.naming.ImplicitNamingStrategyLegacyHbmImpl]
07:02:00.287 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.boot.model.naming.ImplicitNamingStrategy] : [component-path] -> [org.hibernate.boot.model.naming.ImplicitNamingStrategyComponentPathImpl]
07:02:00.289 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.cache.spi.CacheKeysFactory] : [default] -> [org.hibernate.cache.internal.DefaultCacheKeysFactory]
07:02:00.289 [main] TRACE	o.h.b.r.s.i.StrategySelectorImpl: Registering named strategy selector [org.hibernate.cache.spi.CacheKeysFactory] : [simple] -> [org.hibernate.cache.internal.SimpleCacheKeysFactory]
07:02:00.421 [main] INFO	o.h.Version: HHH000412: Hibernate ORM core version 5.4.12.Final
07:02:00.424 [main] DEBUG	o.h.c.Environment: HHH000206: hibernate.properties not found
07:02:00.615 [main] TRACE	o.h.b.r.c.i.ClassLoaderServiceImpl: trying via [new URL("hibernate.cfg.xml")]
07:02:00.615 [main] TRACE	o.h.b.r.c.i.ClassLoaderServiceImpl: trying via [ClassLoader.getResourceAsStream("hibernate.cfg.xml")]
07:02:00.632 [main] TRACE	o.h.b.j.i.s.LocalXmlResourceResolver: In resolveEntity(-//Hibernate/Hibernate Configuration DTD 3.0//EN, http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd, null, null)
07:02:00.632 [main] DEBUG	o.h.b.j.i.s.LocalXmlResourceResolver: Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD 3.0//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
07:02:00.633 [main] DEBUG	o.h.b.j.i.s.LocalXmlResourceResolver: Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
07:02:00.638 [main] DEBUG	o.h.b.c.i.JaxbCfgProcessor: cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
07:02:00.991 [main] DEBUG	o.h.s.s.ServiceBinding: Overriding existing service binding [org.hibernate.secure.spi.JaccService]
07:02:00.999 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.engine.config.spi.ConfigurationService]
07:02:01.006 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.cache.spi.RegionFactory]
07:02:01.007 [main] DEBUG	o.h.c.i.RegionFactoryInitiator: Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
07:02:01.008 [main] DEBUG	o.h.c.i.RegionFactoryInitiator: Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
07:02:01.031 [main] INFO	o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
07:02:01.070 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration boolean -> org.hibernate.type.BooleanType@15bcf458
07:02:01.070 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration boolean -> org.hibernate.type.BooleanType@15bcf458
07:02:01.070 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@15bcf458
07:02:01.071 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@726386ed
07:02:01.072 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration true_false -> org.hibernate.type.TrueFalseType@797501a
07:02:01.072 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration yes_no -> org.hibernate.type.YesNoType@6c4f9535
07:02:01.073 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration byte -> org.hibernate.type.ByteType@2db2cd5
07:02:01.074 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration byte -> org.hibernate.type.ByteType@2db2cd5
07:02:01.074 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@2db2cd5
07:02:01.075 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration character -> org.hibernate.type.CharacterType@48e64352
07:02:01.075 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration char -> org.hibernate.type.CharacterType@48e64352
07:02:01.075 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@48e64352
07:02:01.076 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration short -> org.hibernate.type.ShortType@f8908f6
07:02:01.076 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration short -> org.hibernate.type.ShortType@f8908f6
07:02:01.076 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.Short -> org.hibernate.type.ShortType@f8908f6
07:02:01.077 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration integer -> org.hibernate.type.IntegerType@70e0accd
