07:02:00.090 [main] DEBUG	appLog: Program start
07:02:02.452 [main] INFO	appLog: TEACHER MAPPING:
07:02:02.487 [main] INFO	appLog: - Teacher ID_1: Ягешев Сидор
07:02:02.487 [main] INFO	appLog: COURSE MAPPING:
07:02:02.493 [main] INFO	appLog: - Course  ID_1: Веб-разработчик c 0 до PRO
07:02:02.493 [main] INFO	appLog: STUDENT MAPPING:
07:02:02.497 [main] INFO	appLog: - Student ID_1: Фуриков Эрнст
07:02:02.498 [main] INFO	appLog: SUBSCRIPTION MAPPING:
07:02:02.524 [main] INFO	appLog: - Subscription number: 	1
07:02:02.525 [main] INFO	appLog: - Subscription date:   	17.05.18
07:02:02.525 [main] INFO	appLog: - Subscription course: 	Веб-разработчик c 0 до PRO
07:02:02.525 [main] INFO	appLog: - Subscription student:	Жариков Афанасий
07:02:02.525 [main] INFO	appLog: TOTAL MAPPING:
07:02:02.530 [main] INFO	appLog: - Course: Data Scientist с 0 до PRO
07:02:02.530 [main] INFO	appLog: - Course teacher: Лобан Эммануил
07:02:02.540 [main] INFO	appLog: 	1. Teacher: Лобан Эммануил,	Course: Java-разработчик
07:02:02.641 [main] INFO	appLog: 			3. Subscription:	31.08.18 Графический дизайнер с нуля до PRO
07:02:02.641 [main] INFO	appLog: 		6. Student:	Решетилов Изяслав
07:02:02.647 [main] INFO	appLog: 			1. Subscription:	04.04.18 Java-разработчик
07:02:02.647 [main] INFO	appLog: 			2. Subscription:	13.07.18 Рекламная графика
07:02:02.647 [main] INFO	appLog: 			3. Subscription:	10.09.18 SMM-маркетолог от А до Я
07:02:02.648 [main] INFO	appLog: 	2. Teacher: Лобан Эммануил,	Course: Python-разработчик с нуля
07:02:02.694 [main] INFO	appLog: 		1. Subscription:	06.01.18 Блаженов Артем
07:02:02.694 [main] INFO	appLog: 		2. Subscription:	20.02.18 Дьячков Севастьян
07:02:02.694 [main] INFO	appLog: 		3. Subscription:	06.04.18 Герций Афанасий
07:02:02.695 [main] INFO	appLog: 		4. Subscription:	21.05.18 Молодых Елисей
07:02:02.695 [main] INFO	appLog: 		5. Subscription:	05.07.18 Тургенев Самсон
07:02:02.695 [main] INFO	appLog: 		6. Subscription:	19.08.18 Катаев Павел
07:02:02.708 [main] INFO	appLog: 		1. Student:	Блаженов Артем
07:02:02.719 [main] INFO	appLog: 			1. Subscription:	06.01.18 Python-разработчик с нуля
07:02:02.719 [main] INFO	appLog: 			2. Subscription:	16.04.18 Анимация интерфейсов
07:02:02.719 [main] INFO	appLog: 		2. Student:	Молодых Елисей
07:02:02.741 [main] INFO	appLog: 			1. Subscription:	10.02.18 Как открыть салон красоты
07:02:02.741 [main] INFO	appLog: 			2. Subscription:	21.05.18 Python-разработчик с нуля
07:02:02.741 [main] INFO	appLog: 		3. Student:	Дьячков Севастьян
07:02:02.763 [main] INFO	appLog: 			1. Subscription:	20.02.18 Python-разработчик с нуля
07:02:02.764 [main] INFO	appLog: 			2. Subscription:	31.05.18 Анимация интерфейсов
07:02:02.764 [main] INFO	appLog: 			3. Subscription:	29.07.18 Интернет-маркетолог от А до Я
07:02:02.764 [main] INFO	appLog: 			4. Subscription:	23.09.18 Как открыть салон красоты
07:02:02.764 [main] INFO	appLog: 		4. Student:	Катаев Павел
07:02:02.786 [main] INFO	appLog: 			1. Subscription:	13.03.18 Интернет-маркетолог от Ingate
07:02:02.786 [main] INFO	appLog: 			2. Subscription:	21.06.18 SEO-специалист
07:02:02.787 [main] INFO	appLog: 			3. Subscription:	19.08.18 Python-разработчик с нуля
07:02:02.787 [main] INFO	appLog: 		5. Student:	Тургенев Самсон
07:02:02.797 [main] INFO	appLog: 			1. Subscription:	27.03.18 Как открыть салон красоты
07:02:02.798 [main] INFO	appLog: 			2. Subscription:	05.07.18 Python-разработчик с нуля
07:02:02.798 [main] INFO	appLog: 			3. Subscription:	02.09.18 Промо-сайты от Red Collar
07:02:02.798 [main] INFO	appLog: 		6. Student:	Герций Афанасий
07:02:02.805 [main] INFO	appLog: 			1. Subscription:	06.04.18 Python-разработчик с нуля
07:02:02.805 [main] INFO	appLog: 			2. Subscription:	15.07.18 Анимация интерфейсов
07:02:02.805 [main] INFO	appLog: 			3. Subscription:	12.09.18 Интернет-маркетолог от А до Я
07:02:02.805 [main] INFO	appLog: 	3. Teacher: Лобан Эммануил,	Course: Data Scientist с 0 до PRO
07:02:02.819 [main] INFO	appLog: 		1. Subscription:	11.01.18 Шамило Федосий
07:02:02.819 [main] INFO	appLog: 		2. Subscription:	25.02.18 Порошин Степан
07:02:02.819 [main] INFO	appLog: 		3. Subscription:	11.04.18 Фуриков Эрнст
07:02:02.822 [main] INFO	appLog: 		4. Subscription:	26.05.18 Саввин Онисим
07:02:02.822 [main] INFO	appLog: 		5. Subscription:	10.07.18 Круминьш Виталий
07:02:02.822 [main] INFO	appLog: 		6. Subscription:	24.08.18 Большаков Панкратий
07:02:02.829 [main] INFO	appLog: 		1. Student:	Фуриков Эрнст
07:02:02.841 [main] INFO	appLog: 			1. Subscription:	01.01.18 Мобильный разработчик с нуля
07:02:02.841 [main] INFO	appLog: 			2. Subscription:	11.04.18 Data Scientist с 0 до PRO
07:02:02.841 [main] INFO	appLog: 		2. Student:	Шамило Федосий
07:02:02.850 [main] INFO	appLog: 			1. Subscription:	11.01.18 Data Scientist с 0 до PRO
07:02:02.850 [main] INFO	appLog: 			2. Subscription:	21.04.18 Скетчинг для дизайнеров
07:02:02.850 [main] INFO	appLog: 		3. Student:	Саввин Онисим
07:02:02.868 [main] INFO	appLog: 			1. Subscription:	15.02.18 Управление продуктом
07:02:02.868 [main] INFO	appLog: 			2. Subscription:	26.05.18 Data Scientist с 0 до PRO
07:02:02.868 [main] INFO	appLog: 			3. Subscription:	24.07.18 Sketch
07:02:02.868 [main] INFO	appLog: 			4. Subscription:	18.09.18 Как делать контент для YouTube
07:02:02.868 [main] INFO	appLog: 		4. Student:	Порошин Степан
07:02:02.877 [main] INFO	appLog: 			1. Subscription:	25.02.18 Data Scientist с 0 до PRO
07:02:02.877 [main] INFO	appLog: 			2. Subscription:	05.06.18 Скетчинг для дизайнеров
07:02:02.877 [main] INFO	appLog: 			3. Subscription:	03.08.18 Управление репутацией
07:02:02.877 [main] INFO	appLog: 			4. Subscription:	28.09.18 Управление продуктом
07:02:02.877 [main] INFO	appLog: 		5. Student:	Большаков Панкратий
07:02:02.893 [main] INFO	appLog: 			1. Subscription:	18.03.18 Сквозная аналитика
07:02:02.893 [main] INFO	appLog: 			2. Subscription:	26.06.18 Управление командами
07:02:02.893 [main] INFO	appLog: 			3. Subscription:	24.08.18 Data Scientist с 0 до PRO
07:02:02.893 [main] INFO	appLog: 		6. Student:	Круминьш Виталий
07:02:02.901 [main] INFO	appLog: 			1. Subscription:	01.04.18 Управление продуктом
07:02:02.901 [main] INFO	appLog: 			2. Subscription:	10.07.18 Data Scientist с 0 до PRO
07:02:02.901 [main] INFO	appLog: 			3. Subscription:	07.09.18 Sketch
07:02:02.901 [main] INFO	appLog: 	4. Teacher: Лобан Эммануил,	Course: Анимация интерфейсов
07:02:02.914 [main] INFO	appLog: 		1. Subscription:	16.01.18 Журавлев Севастьян
07:02:02.914 [main] INFO	appLog: 		2. Subscription:	02.03.18 Боварин Анатолий
07:02:02.914 [main] INFO	appLog: 		3. Subscription:	16.04.18 Блаженов Артем
07:02:02.914 [main] INFO	appLog: 		4. Subscription:	31.05.18 Дьячков Севастьян
07:02:02.914 [main] INFO	appLog: 		5. Subscription:	15.07.18 Герций Афанасий
07:02:02.914 [main] INFO	appLog: 		6. Subscription:	29.08.18 Ядрихинский Егор
07:02:02.923 [main] INFO	appLog: 		1. Student:	Блаженов Артем
07:02:02.923 [main] INFO	appLog: 			1. Subscription:	06.01.18 Python-разработчик с нуля
07:02:02.924 [main] INFO	appLog: 			2. Subscription:	16.04.18 Анимация интерфейсов
07:02:02.924 [main] INFO	appLog: 		2. Student:	Журавлев Севастьян
07:02:02.933 [main] INFO	appLog: 			1. Subscription:	16.01.18 Анимация интерфейсов
07:02:02.933 [main] INFO	appLog: 			2. Subscription:	26.04.18 Figma
07:02:02.934 [main] INFO	appLog: 		3. Student:	Дьячков Севастьян
07:02:02.934 [main] INFO	appLog: 			1. Subscription:	20.02.18 Python-разработчик с нуля
07:02:02.934 [main] INFO	appLog: 			2. Subscription:	31.05.18 Анимация интерфейсов
07:02:02.934 [main] INFO	appLog: 			3. Subscription:	29.07.18 Интернет-маркетолог от А до Я
07:02:02.934 [main] INFO	appLog: 			4. Subscription:	23.09.18 Как открыть салон красоты
07:02:02.934 [main] INFO	appLog: 		4. Student:	Боварин Анатолий
07:02:02.958 [main] INFO	appLog: 			1. Subscription:	02.03.18 Анимация интерфейсов
07:02:02.959 [main] INFO	appLog: 			2. Subscription:	10.06.18 Figma
07:02:02.961 [main] INFO	appLog: 			3. Subscription:	08.08.18 Как открыть веб-студию
07:02:02.961 [main] INFO	appLog: 		5. Student:	Ядрихинский Егор
07:02:02.976 [main] INFO	appLog: 			1. Subscription:	23.03.18 SEO-специалист
07:02:02.976 [main] INFO	appLog: 			2. Subscription:	01.07.18 Веб-разработчик c 0 до PRO
07:02:02.976 [main] INFO	appLog: 			3. Subscription:	29.08.18 Анимация интерфейсов
07:02:02.977 [main] INFO	appLog: 		6. Student:	Герций Афанасий
07:02:02.977 [main] INFO	appLog: 			1. Subscription:	06.04.18 Python-разработчик с нуля
07:02:02.977 [main] INFO	appLog: 			2. Subscription:	15.07.18 Анимация интерфейсов
07:02:02.977 [main] INFO	appLog: 			3. Subscription:	12.09.18 Интернет-маркетолог от А до Я
07:02:03.010 [main] ERROR	appLog: [Ljava.lang.StackTraceElement;@5bda157e
07:02:03.010 [main] DEBUG	appLog: Program completed
