04:42:40.378 [main] DEBUG	appLog: Program start
04:42:42.436 [main] INFO	appLog: TEACHER MAPPING:
04:42:42.468 [main] INFO	appLog: - Teacher ID_1: Ягешев Сидор
04:42:42.468 [main] INFO	appLog: COURSE MAPPING:
04:42:42.474 [main] INFO	appLog: - Course  ID_1: Веб-разработчик c 0 до PRO
04:42:42.474 [main] INFO	appLog: STUDENT MAPPING:
04:42:42.478 [main] INFO	appLog: - Student ID_1: Фуриков Эрнст
04:42:42.478 [main] INFO	appLog: SUBSCRIPTION MAPPING:
04:42:42.504 [main] INFO	appLog: - Subscription number: 	1
04:42:42.505 [main] INFO	appLog: - Subscription date:   	17.05.18
04:42:42.505 [main] INFO	appLog: - Subscription course: 	Веб-разработчик c 0 до PRO
04:42:42.505 [main] INFO	appLog: - Subscription student:	Жариков Афанасий
04:42:42.505 [main] INFO	appLog: TOTAL MAPPING:
04:42:42.510 [main] INFO	appLog: - Course: Data Scientist с 0 до PRO
04:42:42.510 [main] INFO	appLog: - Course teacher: Лобан Эммануил
04:42:42.526 [main] INFO	appLog: 	1. Teacher: Лобан Эммануил,	Course: Java-разработчик
04:42:42.583 [main] INFO	appLog: 			1. Subscription:	18.02.18 Java-разработчик
04:42:42.583 [main] INFO	appLog: 			2. Subscription:	29.05.18 Рекламная графика
04:42:42.584 [main] INFO	appLog: 			3. Subscription:	27.07.18 SMM-маркетолог от А до Я
04:42:42.584 [main] INFO	appLog: 			4. Subscription:	21.09.18 CRM-маркетолог
04:42:42.584 [main] INFO	appLog: 		4. Student:	Барсуков Виктор
04:42:42.597 [main] INFO	appLog: 			1. Subscription:	11.03.18 Sketch
04:42:42.597 [main] INFO	appLog: 			2. Subscription:	19.06.18 Управление репутацией
04:42:42.597 [main] INFO	appLog: 			3. Subscription:	17.08.18 Java-разработчик
04:42:42.597 [main] INFO	appLog: 		5. Student:	Лилов Тимофей
04:42:42.607 [main] INFO	appLog: 			1. Subscription:	25.03.18 CRM-маркетолог
04:42:42.607 [main] INFO	appLog: 			2. Subscription:	03.07.18 Java-разработчик
04:42:42.607 [main] INFO	appLog: 			3. Subscription:	31.08.18 Графический дизайнер с нуля до PRO
04:42:42.607 [main] INFO	appLog: 		6. Student:	Решетилов Изяслав
04:42:42.612 [main] INFO	appLog: 			1. Subscription:	04.04.18 Java-разработчик
04:42:42.612 [main] INFO	appLog: 			2. Subscription:	13.07.18 Рекламная графика
04:42:42.612 [main] INFO	appLog: 			3. Subscription:	10.09.18 SMM-маркетолог от А до Я
04:42:42.612 [main] INFO	appLog: 	2. Teacher: Лобан Эммануил,	Course: Python-разработчик с нуля
04:42:42.631 [main] INFO	appLog: 		1. Subscription:	06.01.18 Блаженов Артем
04:42:42.631 [main] INFO	appLog: 		2. Subscription:	20.02.18 Дьячков Севастьян
04:42:42.631 [main] INFO	appLog: 		3. Subscription:	06.04.18 Герций Афанасий
04:42:42.631 [main] INFO	appLog: 		4. Subscription:	21.05.18 Молодых Елисей
04:42:42.631 [main] INFO	appLog: 		5. Subscription:	05.07.18 Тургенев Самсон
04:42:42.631 [main] INFO	appLog: 		6. Subscription:	19.08.18 Катаев Павел
04:42:42.636 [main] INFO	appLog: 		1. Student:	Блаженов Артем
04:42:42.641 [main] INFO	appLog: 			1. Subscription:	06.01.18 Python-разработчик с нуля
04:42:42.641 [main] INFO	appLog: 			2. Subscription:	16.04.18 Анимация интерфейсов
04:42:42.642 [main] INFO	appLog: 		2. Student:	Молодых Елисей
04:42:42.653 [main] INFO	appLog: 			1. Subscription:	10.02.18 Как открыть салон красоты
04:42:42.653 [main] INFO	appLog: 			2. Subscription:	21.05.18 Python-разработчик с нуля
04:42:42.654 [main] INFO	appLog: 		3. Student:	Дьячков Севастьян
04:42:42.671 [main] INFO	appLog: 			1. Subscription:	20.02.18 Python-разработчик с нуля
04:42:42.671 [main] INFO	appLog: 			2. Subscription:	31.05.18 Анимация интерфейсов
04:42:42.671 [main] INFO	appLog: 			3. Subscription:	29.07.18 Интернет-маркетолог от А до Я
04:42:42.672 [main] INFO	appLog: 			4. Subscription:	23.09.18 Как открыть салон красоты
04:42:42.672 [main] INFO	appLog: 		4. Student:	Катаев Павел
04:42:42.691 [main] INFO	appLog: 			1. Subscription:	13.03.18 Интернет-маркетолог от Ingate
04:42:42.691 [main] INFO	appLog: 			2. Subscription:	21.06.18 SEO-специалист
04:42:42.691 [main] INFO	appLog: 			3. Subscription:	19.08.18 Python-разработчик с нуля
04:42:42.691 [main] INFO	appLog: 		5. Student:	Тургенев Самсон
04:42:42.708 [main] INFO	appLog: 			1. Subscription:	27.03.18 Как открыть салон красоты
04:42:42.708 [main] INFO	appLog: 			2. Subscription:	05.07.18 Python-разработчик с нуля
04:42:42.708 [main] INFO	appLog: 			3. Subscription:	02.09.18 Промо-сайты от Red Collar
04:42:42.708 [main] INFO	appLog: 		6. Student:	Герций Афанасий
04:42:42.721 [main] INFO	appLog: 			1. Subscription:	06.04.18 Python-разработчик с нуля
04:42:42.721 [main] INFO	appLog: 			2. Subscription:	15.07.18 Анимация интерфейсов
04:42:42.721 [main] INFO	appLog: 			3. Subscription:	12.09.18 Интернет-маркетолог от А до Я
04:42:42.721 [main] INFO	appLog: 	3. Teacher: Лобан Эммануил,	Course: Data Scientist с 0 до PRO
04:42:42.742 [main] INFO	appLog: 		1. Subscription:	11.01.18 Шамило Федосий
04:42:42.742 [main] INFO	appLog: 		2. Subscription:	25.02.18 Порошин Степан
04:42:42.743 [main] INFO	appLog: 		3. Subscription:	11.04.18 Фуриков Эрнст
04:42:42.743 [main] INFO	appLog: 		4. Subscription:	26.05.18 Саввин Онисим
04:42:42.743 [main] INFO	appLog: 		5. Subscription:	10.07.18 Круминьш Виталий
04:42:42.743 [main] INFO	appLog: 		6. Subscription:	24.08.18 Большаков Панкратий
04:42:42.750 [main] INFO	appLog: 		1. Student:	Фуриков Эрнст
04:42:42.758 [main] INFO	appLog: 			1. Subscription:	01.01.18 Мобильный разработчик с нуля
04:42:42.758 [main] INFO	appLog: 			2. Subscription:	11.04.18 Data Scientist с 0 до PRO
04:42:42.758 [main] INFO	appLog: 		2. Student:	Шамило Федосий
04:42:42.765 [main] INFO	appLog: 			1. Subscription:	11.01.18 Data Scientist с 0 до PRO
04:42:42.765 [main] INFO	appLog: 			2. Subscription:	21.04.18 Скетчинг для дизайнеров
04:42:42.765 [main] INFO	appLog: 		3. Student:	Саввин Онисим
04:42:42.779 [main] INFO	appLog: 			1. Subscription:	15.02.18 Управление продуктом
04:42:42.779 [main] INFO	appLog: 			2. Subscription:	26.05.18 Data Scientist с 0 до PRO
04:42:42.780 [main] INFO	appLog: 			3. Subscription:	24.07.18 Sketch
04:42:42.780 [main] INFO	appLog: 			4. Subscription:	18.09.18 Как делать контент для YouTube
04:42:42.780 [main] INFO	appLog: 		4. Student:	Порошин Степан
04:42:42.787 [main] INFO	appLog: 			1. Subscription:	25.02.18 Data Scientist с 0 до PRO
04:42:42.787 [main] INFO	appLog: 			2. Subscription:	05.06.18 Скетчинг для дизайнеров
04:42:42.787 [main] INFO	appLog: 			3. Subscription:	03.08.18 Управление репутацией
04:42:42.787 [main] INFO	appLog: 			4. Subscription:	28.09.18 Управление продуктом
04:42:42.787 [main] INFO	appLog: 		5. Student:	Большаков Панкратий
04:42:42.803 [main] INFO	appLog: 			1. Subscription:	18.03.18 Сквозная аналитика
04:42:42.803 [main] INFO	appLog: 			2. Subscription:	26.06.18 Управление командами
04:42:42.803 [main] INFO	appLog: 			3. Subscription:	24.08.18 Data Scientist с 0 до PRO
04:42:42.803 [main] INFO	appLog: 		6. Student:	Круминьш Виталий
04:42:42.811 [main] INFO	appLog: 			1. Subscription:	01.04.18 Управление продуктом
04:42:42.811 [main] INFO	appLog: 			2. Subscription:	10.07.18 Data Scientist с 0 до PRO
04:42:42.812 [main] INFO	appLog: 			3. Subscription:	07.09.18 Sketch
04:42:42.812 [main] INFO	appLog: 	4. Teacher: Лобан Эммануил,	Course: Анимация интерфейсов
04:42:42.822 [main] INFO	appLog: 		1. Subscription:	16.01.18 Журавлев Севастьян
04:42:42.822 [main] INFO	appLog: 		2. Subscription:	02.03.18 Боварин Анатолий
04:42:42.823 [main] INFO	appLog: 		3. Subscription:	16.04.18 Блаженов Артем
04:42:42.823 [main] INFO	appLog: 		4. Subscription:	31.05.18 Дьячков Севастьян
04:42:42.823 [main] INFO	appLog: 		5. Subscription:	15.07.18 Герций Афанасий
04:42:42.823 [main] INFO	appLog: 		6. Subscription:	29.08.18 Ядрихинский Егор
04:42:42.827 [main] INFO	appLog: 		1. Student:	Блаженов Артем
04:42:42.827 [main] INFO	appLog: 			1. Subscription:	06.01.18 Python-разработчик с нуля
04:42:42.827 [main] INFO	appLog: 			2. Subscription:	16.04.18 Анимация интерфейсов
04:42:42.827 [main] INFO	appLog: 		2. Student:	Журавлев Севастьян
04:42:42.833 [main] INFO	appLog: 			1. Subscription:	16.01.18 Анимация интерфейсов
04:42:42.834 [main] INFO	appLog: 			2. Subscription:	26.04.18 Figma
04:42:42.834 [main] INFO	appLog: 		3. Student:	Дьячков Севастьян
04:42:42.834 [main] INFO	appLog: 			1. Subscription:	20.02.18 Python-разработчик с нуля
04:42:42.834 [main] INFO	appLog: 			2. Subscription:	31.05.18 Анимация интерфейсов
04:42:42.834 [main] INFO	appLog: 			3. Subscription:	29.07.18 Интернет-маркетолог от А до Я
04:42:42.834 [main] INFO	appLog: 			4. Subscription:	23.09.18 Как открыть салон красоты
04:42:42.834 [main] INFO	appLog: 		4. Student:	Боварин Анатолий
04:42:42.842 [main] INFO	appLog: 			1. Subscription:	02.03.18 Анимация интерфейсов
04:42:42.843 [main] INFO	appLog: 			2. Subscription:	10.06.18 Figma
04:42:42.843 [main] INFO	appLog: 			3. Subscription:	08.08.18 Как открыть веб-студию
04:42:42.843 [main] INFO	appLog: 		5. Student:	Ядрихинский Егор
04:42:42.849 [main] INFO	appLog: 			1. Subscription:	23.03.18 SEO-специалист
04:42:42.849 [main] INFO	appLog: 			2. Subscription:	01.07.18 Веб-разработчик c 0 до PRO
04:42:42.849 [main] INFO	appLog: 			3. Subscription:	29.08.18 Анимация интерфейсов
04:42:42.850 [main] INFO	appLog: 		6. Student:	Герций Афанасий
04:42:42.850 [main] INFO	appLog: 			1. Subscription:	06.04.18 Python-разработчик с нуля
04:42:42.850 [main] INFO	appLog: 			2. Subscription:	15.07.18 Анимация интерфейсов
04:42:42.850 [main] INFO	appLog: 			3. Subscription:	12.09.18 Интернет-маркетолог от А до Я
04:42:42.867 [main] DEBUG	appLog: Program completed
